instance,class,n_customers,n_vehicles,bks_distance,method,makespan,total_co2_kg,total_distance,service_rate,n_served,workload_balance,battery_used_pct,runtime_s,gap_to_bks_pct
C107,C1,100,25,828.9,NNH,1037.3606,213.5399,2482.119,0.78,78.0,149.2113,0.0,0.0065,25.1491
C107,C1,100,25,828.9,CWS,2117.9643,81.8462,833.5086,1.0,100.0,281.7153,0.0,0.0074,155.5151
C107,C1,100,25,828.9,ALNS,1201.6168,73.149,759.8126,0.78,78.0,475.6893,0.0,2.6657,44.9652
C107,C1,100,25,828.9,AM,1037.3606,212.9789,2468.8932,0.78,78.0,134.5744,0.0,0.0082,25.1491
C107,C1,100,25,828.9,POMO,1037.3606,209.1139,2444.6852,0.71,71.0,146.9736,0.0,0.0697,25.1491
C107,C1,100,25,828.9,TD-Split,1037.3606,215.8397,2657.103,0.79,79.0,255.2566,44.4351,0.003,25.1491
C107,C1,100,25,828.9,GAT-MARL,1034.3842,216.7016,4555.436,1.0,100.0,383.5192,103.6149,900.3042,24.79
C108,C1,100,25,828.9,NNH,1027.7634,237.0371,2746.4974,0.86,86.0,159.1616,0.0,0.008,23.9912
C108,C1,100,25,828.9,CWS,2015.4319,81.8462,833.5086,1.0,100.0,280.5325,0.0,0.009,143.1454
C108,C1,100,25,828.9,ALNS,1186.9651,78.6164,822.3064,0.86,86.0,461.7795,0.0,4.5031,43.1976
C108,C1,100,25,828.9,AM,1027.7634,222.2291,2573.9845,0.85,85.0,145.2222,0.0,0.013,23.9912
C108,C1,100,25,828.9,POMO,1027.7634,218.2879,2533.7142,0.79,79.0,139.3029,0.0,0.1255,23.9912
C108,C1,100,25,828.9,TD-Split,1027.7634,226.8385,2779.2166,0.85,85.0,261.639,44.4351,0.005,23.9912
C108,C1,100,25,828.9,GAT-MARL,937.3162,192.2613,4011.1749,1.0,100.0,363.1638,92.5925,1081.4002,13.0795
C109,C1,100,25,828.9,NNH,1034.9358,262.5601,3025.0854,0.96,96.0,179.5285,0.0,0.004,24.8565
C109,C1,100,25,828.9,CWS,1937.9643,81.8462,833.5086,1.0,100.0,261.6561,0.0,0.0073,133.7995
C109,C1,100,25,828.9,ALNS,1197.9202,99.1562,1024.2997,0.96,96.0,465.6551,0.0,4.5242,44.5193
C109,C1,100,25,828.9,AM,1042.3337,265.1281,3056.1494,0.96,96.0,179.7749,0.0,0.008,25.749
C109,C1,100,25,828.9,POMO,1034.9358,251.6949,2903.6432,0.95,95.0,170.3927,0.0,0.0882,24.8565
C109,C1,100,25,828.9,TD-Split,1034.9358,265.3902,3199.8368,0.98,98.0,263.7049,44.4351,0.0039,24.8565
C109,C1,100,25,828.9,GAT-MARL,954.4827,242.2222,4563.8995,1.0,100.0,352.6008,89.7144,770.4818,15.1505
C201,C2,100,25,591.6,NNH,3209.4123,241.5714,2894.5374,0.98,98.0,570.5146,0.0,0.0087,442.497
C201,C2,100,25,591.6,CWS,6251.4498,60.7014,619.8617,1.0,100.0,1226.5213,0.0,0.0219,956.7021
C201,C2,100,25,591.6,ALNS,3277.6093,55.5315,582.7306,0.98,98.0,1008.1718,0.0,34.0091,454.0246
C201,C2,100,25,591.6,AM,3209.4123,249.949,2995.1368,0.98,98.0,523.7043,0.0,0.0287,442.497
C201,C2,100,25,591.6,POMO,3209.4123,232.0707,2777.1388,0.98,98.0,572.4854,0.0,0.1587,442.497
C201,C2,100,25,591.6,TD-Split,3209.4123,247.8999,3117.5158,0.98,98.0,814.0379,44.6471,0.007,442.497
C201,C2,100,25,591.6,GAT-MARL,3209.0,268.6178,3210.559,0.81,81.0,1289.4142,0.0,6775.5877,442.4273
C202,C2,100,25,591.6,NNH,3278.3635,260.4152,3122.6359,1.0,100.0,616.852,0.0,0.005,454.152
C202,C2,100,25,591.6,CWS,6251.4498,60.7014,619.8617,1.0,100.0,1284.5921,0.0,0.006,956.7021
C202,C2,100,25,591.6,ALNS,3277.6093,56.5213,591.5566,1.0,100.0,1006.7409,0.0,26.8679,454.0246
C202,C2,100,25,591.6,AM,3278.3635,260.0965,3118.8133,1.0,100.0,623.2848,0.0,0.012,454.152
C202,C2,100,25,591.6,POMO,3299.5472,239.6683,2871.9467,1.0,100.0,593.605,0.0,0.0959,457.7328
C202,C2,100,25,591.6,TD-Split,3278.3635,253.9741,3193.7148,1.0,100.0,878.5393,44.6471,0.004,454.152
C202,C2,100,25,591.6,GAT-MARL,3278.1202,314.3951,3748.2797,0.99,99.0,1212.9795,0.0,3753.605,454.1109
C203,C2,100,25,591.2,NNH,3277.7139,258.5362,3100.4941,1.0,100.0,761.2257,0.0,0.004,454.4171
C203,C2,100,25,591.2,CWS,6251.4498,60.7014,619.8617,1.0,100.0,1284.5921,0.0,0.006,957.4171
C203,C2,100,25,591.2,ALNS,3367.6493,56.7791,588.6351,1.0,100.0,1026.4243,0.0,29.9085,469.6295
C203,C2,100,25,591.2,AM,3277.7139,258.5362,3100.4941,1.0,100.0,761.2257,0.0,0.012,454.4171
C203,C2,100,25,591.2,POMO,3277.7139,241.991,2901.7967,1.0,100.0,750.8174,0.0,0.1046,454.4171
C203,C2,100,25,591.2,TD-Split,3277.7139,256.8413,3227.187,1.0,100.0,961.911,44.6471,0.003,454.4171
C203,C2,100,25,591.2,GAT-MARL,3340.1746,375.8913,4452.4964,1.0,100.0,1137.3041,0.0,4408.2753,464.9822
C204,C2,100,25,590.6,NNH,3277.7139,247.774,2972.3127,1.0,100.0,1043.913,0.0,0.0094,454.9803
C204,C2,100,25,590.6,CWS,6251.4498,60.7014,619.8617,1.0,100.0,1332.8941,0.0,0.0115,958.4913
C204,C2,100,25,590.6,ALNS,3367.6493,56.9658,590.3002,1.0,100.0,1004.3285,0.0,68.3989,470.2081
C204,C2,100,25,590.6,AM,3277.7139,253.2819,3038.3837,1.0,100.0,1008.1384,0.0,0.0254,454.9803
C204,C2,100,25,590.6,POMO,3277.7139,247.9064,2973.866,1.0,100.0,1043.8988,0.0,0.1899,454.9803
C204,C2,100,25,590.6,TD-Split,3277.7139,250.2034,3147.4111,1.0,100.0,1119.8628,44.6471,0.008,454.9803
C204,C2,100,25,590.6,GAT-MARL,3354.4545,390.8235,4601.9451,1.0,100.0,1111.0032,0.0,785.2294,467.974
C205,C2,100,25,588.9,NNH,3084.1954,243.695,2919.4968,1.0,100.0,632.826,0.0,0.0052,423.7214
C205,C2,100,25,588.9,CWS,6109.4498,60.7014,619.8617,1.0,100.0,1209.0114,0.0,0.0065,937.4342
C205,C2,100,25,588.9,ALNS,3225.8415,56.4105,590.6587,1.0,100.0,993.9191,0.0,48.897,447.7741
C205,C2,100,25,588.9,AM,3084.0126,243.7935,2920.7029,1.0,100.0,632.6171,0.0,0.011,423.6904
C205,C2,100,25,588.9,POMO,3084.5161,240.2031,2877.7031,0.95,95.0,596.0482,0.0,0.1582,423.7759
C205,C2,100,25,588.9,TD-Split,3084.1954,242.5149,3053.3336,1.0,100.0,846.8343,44.6471,0.003,423.7214
C205,C2,100,25,588.9,GAT-MARL,3139.197,307.5827,3663.6882,0.97,97.0,1246.7289,0.0,10344.0434,433.0611
C206,C2,100,25,588.5,NNH,3066.4866,257.5806,3086.3624,1.0,100.0,721.9168,0.0,0.0111,421.0682
C206,C2,100,25,588.5,CWS,6130.4498,60.7014,619.8617,1.0,100.0,1201.8247,0.0,0.0106,941.7077
C206,C2,100,25,588.5,ALNS,3162.5456,56.2394,588.4928,1.0,100.0,980.1019,0.0,33.2481,437.3909
C206,C2,100,25,588.5,AM,3066.4866,257.9699,3091.0504,1.0,100.0,716.6538,0.0,0.011,421.0682
C206,C2,100,25,588.5,POMO,3066.4866,253.0394,3030.9653,0.98,98.0,652.8346,0.0,0.1256,421.0682
C206,C2,100,25,588.5,TD-Split,3066.4866,250.8867,3152.8974,1.0,100.0,886.9675,44.6471,0.0049,421.0682
C206,C2,100,25,588.5,GAT-MARL,3156.644,323.0138,3844.8287,0.99,99.0,1189.859,0.0,11218.625,436.3881
C207,C2,100,25,588.3,NNH,3066.4866,256.8644,3081.6645,1.0,100.0,696.6383,0.0,0.005,421.2454
C207,C2,100,25,588.3,CWS,6130.4498,60.7014,619.8617,1.0,100.0,1141.9246,0.0,0.0103,942.0618
C207,C2,100,25,588.3,ALNS,3242.6855,56.2189,588.2863,1.0,100.0,1008.0594,0.0,38.2545,451.1959
C207,C2,100,25,588.3,AM,3066.4866,251.1649,3012.0961,1.0,100.0,731.8603,0.0,0.014,421.2454
C207,C2,100,25,588.3,POMO,3066.4866,245.514,2942.8787,1.0,100.0,680.3041,0.0,0.1035,421.2454
C207,C2,100,25,588.3,TD-Split,3066.4866,254.2881,3196.0839,1.0,100.0,847.9459,44.6471,0.004,421.2454
C207,C2,100,25,588.3,GAT-MARL,3066.0,326.8835,3886.8921,0.99,99.0,1163.1089,0.0,14096.4885,421.1627
C208,C2,100,25,585.9,NNH,2920.2768,261.8074,3139.9772,1.0,100.0,738.9094,0.0,0.006,398.4258
C208,C2,100,25,585.9,CWS,5789.4498,60.7014,619.8617,1.0,100.0,1146.5461,0.0,0.007,888.1293
C208,C2,100,25,585.9,ALNS,3242.6008,56.2209,588.3238,1.0,100.0,1008.7024,0.0,38.1087,453.4393
C208,C2,100,25,585.9,AM,2919.9885,268.8019,3223.7935,1.0,100.0,724.1861,0.0,0.039,398.3766
C208,C2,100,25,585.9,POMO,2920.7638,272.2163,3264.1784,1.0,100.0,721.6562,0.0,0.0975,398.5089
C208,C2,100,25,585.9,TD-Split,2920.2768,261.1912,3278.9244,1.0,100.0,868.2467,44.6471,0.005,398.4258
C208,C2,100,25,585.9,GAT-MARL,3011.3701,379.9212,4511.2486,1.0,100.0,1147.7279,0.0,14068.2566,413.9734
R101,R1,100,25,1645.8,NNH,210.1811,155.1446,1834.1667,0.7,70.0,30.126,0.0,0.0035,-87.2292
R101,R1,100,25,1645.8,CWS,344.6881,87.4515,886.8278,1.0,100.0,33.2952,0.0,0.005,-79.0565
R101,R1,100,25,1645.8,ALNS,210.1811,92.9723,1023.9477,0.7,70.0,90.4099,0.0,1.86,-87.2292
R101,R1,100,25,1645.8,AM,210.1811,149.7451,1771.5791,0.68,68.0,29.5258,0.0,0.0085,-87.2292
R101,R1,100,25,1645.8,POMO,210.1811,145.2864,1720.7747,0.65,65.0,28.5792,0.0,0.0591,-87.2292
